Bacterium_strain | Antibiotic | Year | Country | Resistance percent (DEFAULT SET TO 1)
E-coli | Aminoglycosides | 2014 | Lithuania  | 10.6
E-coli | Aminoglycosides | 2014 | Poland  | 9.8
E-coli | Aminoglycosides | 2014 | CzechRepublic  | 10.7
E-coli | Aminoglycosides | 2014 | Malta  | 10.4
E-coli | Aminoglycosides | 2014 | Ireland  | 12.1
E-coli | Aminoglycosides | 2014 | Croatia  | 10.9
E-coli | Aminoglycosides | 2014 | Slovenia  | 11.3
E-coli | Aminoglycosides | 2014 | Hungary  | 14.7
E-coli | Aminoglycosides | 2014 | Cyprus  | 17.6
E-coli | Aminoglycosides | 2014 | Portugal  | 15.1
E-coli | Aminoglycosides | 2014 | Latvia  | 8.3
E-coli | Aminoglycosides | 2014 | Spain  | 15.1
E-coli | Aminoglycosides | 2014 | Greece  | 15.6
E-coli | Aminoglycosides | 2014 | Romania  | 17.2
E-coli | Aminoglycosides | 2014 | Bulgaria  | 29.1
E-coli | Aminoglycosides | 2014 | Italy  | 19.4
E-coli | Aminoglycosides | 2014 | Slovakia  | 22.7
E-coli | Aminoglycosides | 2015 | Iceland  | 2.9
E-coli | Aminoglycosides | 2015 | Finland  | 5.4
E-coli | Aminoglycosides | 2015 | Netherlands  | 6.0
E-coli | Aminoglycosides | 2015 | Norway  | 6.0
E-coli | Aminoglycosides | 2015 | Sweden  | 6.4
E-coli | Aminoglycosides | 2015 | Denmark  | 6.8
E-coli | Aminoglycosides | 2015 | Austria  | 7.0
E-coli | Aminoglycosides | 2015 | Germany  | 7.2
E-coli | Aminoglycosides | 2015 | France  | 8.2
E-coli | Aminoglycosides | 2015 | Belgium  | 8.4
E-coli | Aminoglycosides | 2015 | Luxembourg  | 8.9
E-coli | Aminoglycosides | 2015 | Estonia  | 9.3
E-coli | Aminoglycosides | 2015 | UnitedKingdom  | 9.9
E-coli | Aminoglycosides | 2015 | Lithuania  | 10.1
E-coli | Aminoglycosides | 2015 | Poland  | 11.2
E-coli | Aminoglycosides | 2015 | CzechRepublic  | 11.3
E-coli | Aminoglycosides | 2015 | Malta  | 11.6
E-coli | Aminoglycosides | 2015 | Ireland  | 11.8
E-coli | Aminoglycosides | 2015 | Croatia  | 12.7
E-coli | Aminoglycosides | 2015 | Slovenia  | 12.9
E-coli | Aminoglycosides | 2015 | Hungary  | 13.6
E-coli | Aminoglycosides | 2015 | Cyprus  | 13.8
E-coli | Aminoglycosides | 2015 | Portugal  | 13.8
E-coli | Aminoglycosides | 2015 | Latvia  | 14.1
E-coli | Aminoglycosides | 2015 | Spain  | 14.7
E-coli | Aminoglycosides | 2015 | Greece  | 16.1
E-coli | Aminoglycosides | 2015 | Romania  | 18.3
E-coli | Aminoglycosides | 2015 | Bulgaria  | 19.8
E-coli | Aminoglycosides | 2015 | Italy  | 20.2
E-coli | Aminoglycosides | 2015 | Slovakia  | 24.2
E-coli | Carbapenems | 2012 | Belgium  | 0.0
E-coli | Carbapenems | 2012 | Bulgaria  | 2.6
E-coli | Carbapenems | 2012 | Croatia  | 0.0
E-coli | Carbapenems | 2012 | Cyprus | 1
E-coli | Carbapenems | 2012 | CzechRepublic  | 0.1
E-coli | Carbapenems | 2012 | Estonia | 1
E-coli | Carbapenems | 2012 | Finland  | 0.0
E-coli | Carbapenems | 2012 | Hungary  | 0.0
E-coli | Carbapenems | 2012 | Iceland  | 0.0
E-coli | Carbapenems | 2012 | Latvia | 1
E-coli | Carbapenems | 2012 | Lithuania | 1
E-coli | Carbapenems | 2012 | Luxembourg | 1
E-coli | Carbapenems | 2012 | Malta | 1
E-coli | Carbapenems | 2012 | Slovakia  | 0.9
E-coli | Carbapenems | 2012 | Slovenia  | 0.0
E-coli | Carbapenems | 2012 | Austria  | 0.1
E-coli | Carbapenems | 2012 | Denmark  | 0.0
E-coli | Carbapenems | 2012 | France  | 0.0
E-coli | Carbapenems | 2012 | Germany  | 0.0
E-coli | Carbapenems | 2012 | Ireland  | 0.0
E-coli | Carbapenems | 2012 | Netherlands  | 0.0
E-coli | Carbapenems | 2012 | Norway  | 0.0
E-coli | Carbapenems | 2012 | Spain  | 0.1
E-coli | Carbapenems | 2012 | Poland  | 0.0
E-coli | Carbapenems | 2012 | Portugal  | 0.1
E-coli | Carbapenems | 2012 | Sweden | 1
E-coli | Carbapenems | 2012 | Italy  | 0.3
E-coli | Carbapenems | 2012 | UnitedKingdom  | 0.2
E-coli | Carbapenems | 2012 | Greece  | 1.4
E-coli | Carbapenems | 2012 | Romania  | 0.0
E-coli | Carbapenems | 2013 | Belgium | 1
E-coli | Carbapenems | 2013 | Bulgaria  | 2.8
E-coli | Carbapenems | 2013 | Croatia  | 0.0
E-coli | Carbapenems | 2013 | Cyprus  | 0.0
E-coli | Carbapenems | 2013 | CzechRepublic  | 0.0
E-coli | Carbapenems | 2013 | Estonia  | 0.0
E-coli | Carbapenems | 2013 | Finland  | 0.0
E-coli | Carbapenems | 2013 | Hungary  | 0.1
E-coli | Carbapenems | 2013 | Iceland  | 0.0
E-coli | Carbapenems | 2013 | Latvia  | 0.0
E-coli | Carbapenems | 2013 | Lithuania  | 0.0
E-coli | Carbapenems | 2013 | Luxembourg  | 0.0
E-coli | Carbapenems | 2013 | Malta  | 0.0
E-coli | Carbapenems | 2013 | Slovakia  | 0.0
E-coli | Carbapenems | 2013 | Slovenia  | 0.1
E-coli | Carbapenems | 2013 | Austria | 1
E-coli | Carbapenems | 2013 | Denmark | 1
E-coli | Carbapenems | 2013 | France  | 0.1
E-coli | Carbapenems | 2013 | Germany  | 0.1
E-coli | Carbapenems | 2013 | Ireland | 1
E-coli | Carbapenems | 2013 | Netherlands | 1
E-coli | Carbapenems | 2013 | Norway  | 0.1
E-coli | Carbapenems | 2013 | Spain  | 0.7
E-coli | Carbapenems | 2013 | Poland  | 0.0
E-coli | Carbapenems | 2013 | Portugal  | 0.1
E-coli | Carbapenems | 2013 | Sweden | 1
E-coli | Carbapenems | 2013 | Italy  | 0.6
E-coli | Carbapenems | 2013 | UnitedKingdom | 1
E-coli | Carbapenems | 2013 | Greece  | 1.4
E-coli | Carbapenems | 2013 | Romania  | 0.0
E-coli | Carbapenems | 2014 | Belgium | 1
E-coli | Carbapenems | 2014 | Bulgaria  | 0.5
E-coli | Carbapenems | 2014 | Croatia  | 0.0
E-coli | Carbapenems | 2014 | Cyprus  | 0.0
E-coli | Carbapenems | 2014 | CzechRepublic  | 0.0
E-coli | Carbapenems | 2014 | Estonia  | 0.0
E-coli | Carbapenems | 2014 | Finland  | 0.0
E-coli | Carbapenems | 2014 | Hungary  | 0.0
E-coli | Carbapenems | 2014 | Iceland  | 0.0
E-coli | Carbapenems | 2014 | Latvia  | 0.0
E-coli | Carbapenems | 2014 | Lithuania  | 0.0
E-coli | Carbapenems | 2014 | Luxembourg  | 0.3
E-coli | Carbapenems | 2014 | Malta  | 0.0
E-coli | Carbapenems | 2014 | Slovakia  | 0.0
E-coli | Carbapenems | 2014 | Slovenia  | 0.0
E-coli | Carbapenems | 2014 | Austria | 1
E-coli | Carbapenems | 2014 | Denmark | 1
E-coli | Carbapenems | 2014 | France | 1
E-coli | Carbapenems | 2014 | Germany  | 0.1
E-coli | Carbapenems | 2014 | Ireland | 1
E-coli | Carbapenems | 2014 | Netherlands  | 0.0
E-coli | Carbapenems | 2014 | Norway  | 0.0
E-coli | Carbapenems | 2014 | Spain  | 0.1
E-coli | Carbapenems | 2014 | Poland  | 0.2
E-coli | Carbapenems | 2014 | Portugal | 1
E-coli | Carbapenems | 2014 | Sweden  | 0.0
E-coli | Carbapenems | 2014 | Italy  | 0.2
E-coli | Carbapenems | 2014 | UnitedKingdom  | 0.1
E-coli | Carbapenems | 2014 | Greece  | 1.2
E-coli | Carbapenems | 2014 | Romania  | 0.7
E-coli | Carbapenems | 2015 | Belgium  | 0.0
E-coli | Carbapenems | 2015 | Bulgaria  | 0.0
E-coli | Carbapenems | 2015 | Croatia  | 0.0
E-coli | Carbapenems | 2015 | Cyprus  | 0.0
E-coli | Carbapenems | 2015 | CzechRepublic  | 0.0
E-coli | Carbapenems | 2015 | Estonia  | 0.0
E-coli | Carbapenems | 2015 | Finland  | 0.0
E-coli | Carbapenems | 2015 | Hungary  | 0.0
E-coli | Carbapenems | 2015 | Iceland  | 0.0
E-coli | Carbapenems | 2015 | Latvia  | 0.0
E-coli | Carbapenems | 2015 | Lithuania  | 0.0
E-coli | Carbapenems | 2015 | Luxembourg  | 0.0
E-coli | Carbapenems | 2015 | Malta  | 0.0
E-coli | Carbapenems | 2015 | Slovakia  | 0.0
E-coli | Carbapenems | 2015 | Slovenia  | 0.0
E-coli | Carbapenems | 2015 | Austria | 1
E-coli | Carbapenems | 2015 | Denmark | 1
E-coli | Carbapenems | 2015 | France | 1
E-coli | Carbapenems | 2015 | Germany | 1
E-coli | Carbapenems | 2015 | Ireland | 1
E-coli | Carbapenems | 2015 | Netherlands | 1
E-coli | Carbapenems | 2015 | Norway | 1
E-coli | Carbapenems | 2015 | Spain | 1
E-coli | Carbapenems | 2015 | Poland  | 0.1
E-coli | Carbapenems | 2015 | Portugal  | 0.1
E-coli | Carbapenems | 2015 | Sweden  | 0.1
E-coli | Carbapenems | 2015 | Italy  | 0.2
E-coli | Carbapenems | 2015 | UnitedKingdom  | 0.3
E-coli | Carbapenems | 2015 | Greece  | 1.2
E-coli | Carbapenems | 2015 | Romania  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Iceland  | 1.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Norway  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Netherlands  | 1.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Denmark  | 2.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Sweden  | 1.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Finland  | 3.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Austria  | 2.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Germany  | 3.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Belgium  | 2.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | France  | 3.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Lithuania  | 1.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | UnitedKingdom  | 4.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Estonia  | 1.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Luxembourg  | 2.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Ireland  | 3.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Spain  | 5.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Poland  | 6.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Hungary  | 10.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Croatia  | 2.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | CzechRepublic  | 4.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Malta  | 7.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Portugal  | 9.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Slovenia  | 5.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Cyprus  | 14.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Latvia  | 6.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Greece  | 10.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Bulgaria  | 16.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Romania  | 15.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Italy  | 14.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2012 | Slovakia  | 13.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Iceland  | 0.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Norway  | 2.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Netherlands  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Denmark  | 2.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Sweden  | 2.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Finland  | 3.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Austria  | 3.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Germany  | 2.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Belgium  | 2.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | France  | 3.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Lithuania  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | UnitedKingdom  | 4.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Estonia  | 3.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Luxembourg  | 2.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Ireland  | 4.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Spain  | 5.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Poland  | 5.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Hungary  | 11.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Croatia  | 3.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | CzechRepublic  | 4.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Malta  | 5.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Portugal  | 8.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Slovenia  | 4.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Cyprus  | 20.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Latvia  | 3.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Greece  | 10.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Bulgaria  | 18.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Romania  | 9.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Italy  | 12.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2013 | Slovakia  | 17.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Iceland  | 1.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Norway  | 2.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Netherlands  | 2.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Denmark  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Sweden  | 2.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Finland  | 2.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Austria  | 2.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Germany  | 3.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Belgium  | 3.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | France  | 3.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Lithuania  | 2.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | UnitedKingdom  | 4.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Estonia  | 3.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Luxembourg  | 3.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Ireland  | 4.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Spain  | 5.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Poland  | 5.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Hungary  | 8.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Croatia  | 6.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | CzechRepublic  | 6.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Malta  | 6.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Portugal  | 8.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Slovenia  | 7.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Cyprus  | 13.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Latvia  | 2.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Greece  | 10.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Bulgaria  | 20.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Romania  | 14.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Italy  | 13.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2014 | Slovakia  | 17.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Iceland  | 0.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Norway  | 1.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Netherlands  | 2.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Denmark  | 2.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Sweden  | 2.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Finland  | 2.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Austria  | 2.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Germany  | 3.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Belgium  | 3.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | France  | 3.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Lithuania  | 4.3
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | UnitedKingdom  | 4.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Estonia  | 5.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Luxembourg  | 5.2
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Ireland  | 5.4
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Spain  | 5.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Poland  | 6.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Hungary  | 6.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Croatia  | 6.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | CzechRepublic  | 6.9
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Malta  | 7.0
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Portugal  | 7.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Slovenia  | 8.1
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Cyprus  | 9.8
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Latvia  | 10.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Greece  | 10.7
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Bulgaria  | 12.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Romania  | 13.5
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Italy  | 14.6
E-coli | Fluoroquinolones, Third-Generation Cephalosporins and Aminoglycosides | 2015 | Slovakia  | 17.1
Enterococci | Gentamicin | 2012 | Cyprus  | 10.4
Enterococci | Gentamicin | 2012 | Norway  | 30.1
Enterococci | Gentamicin | 2012 | France  | 16.7
Enterococci | Gentamicin | 2012 | Sweden  | 14.8
Enterococci | Gentamicin | 2012 | Belgium  | 24.6
Enterococci | Gentamicin | 2012 | Greece  | 28.3
Enterococci | Gentamicin | 2012 | Iceland  | 11.8
Enterococci | Gentamicin | 2012 | Luxembourg  | 22.2
Enterococci | Gentamicin | 2012 | Netherlands  | 30.7
Enterococci | Gentamicin | 2012 | Denmark  | 27.7
Enterococci | Gentamicin | 2012 | Estonia  | 42.1
Enterococci | Gentamicin | 2012 | Malta  | 40.0
Enterococci | Gentamicin | 2012 | Ireland  | 32.6
Enterococci | Gentamicin | 2012 | Germany  | 35.6
Enterococci | Gentamicin | 2012 | Slovenia  | 34.9
Enterococci | Gentamicin | 2012 | Portugal  | 42.9
Enterococci | Gentamicin | 2012 | Austria  | 29.2
Enterococci | Gentamicin | 2012 | Croatia  | 37.5
Enterococci | Gentamicin | 2012 | Latvia  | 29.1
Enterococci | Gentamicin | 2012 | CzechRepublic  | 41.7
Enterococci | Gentamicin | 2012 | Spain  | 38.3
Enterococci | Gentamicin | 2012 | Bulgaria  | 38.5
Enterococci | Gentamicin | 2012 | Lithuania  | 50.8
Enterococci | Gentamicin | 2012 | Hungary  | 56.2
Enterococci | Gentamicin | 2012 | Poland  | 45.9
Enterococci | Gentamicin | 2012 | Italy  | 50.8
Enterococci | Gentamicin | 2012 | SlovakRepublic  | 50.3
Enterococci | Gentamicin | 2012 | Finland | 1
Enterococci | Gentamicin | 2012 | Romania  | 56.9
Enterococci | Gentamicin | 2012 | UnitedKingdom  | 29.6
Enterococci | Gentamicin | 2013 | Cyprus  | 26.9
Enterococci | Gentamicin | 2013 | Norway  | 26.8
Enterococci | Gentamicin | 2013 | France  | 14.7
Enterococci | Gentamicin | 2013 | Sweden  | 16.4
Enterococci | Gentamicin | 2013 | Belgium  | 27.6
Enterococci | Gentamicin | 2013 | Greece  | 23.5
Enterococci | Gentamicin | 2013 | Iceland  | 33.3
Enterococci | Gentamicin | 2013 | Luxembourg  | 27.8
Enterococci | Gentamicin | 2013 | Netherlands  | 26.9
Enterococci | Gentamicin | 2013 | Denmark  | 27.1
Enterococci | Gentamicin | 2013 | Estonia  | 20.0
Enterococci | Gentamicin | 2013 | Malta  | 29.0
Enterococci | Gentamicin | 2013 | Ireland  | 32.1
Enterococci | Gentamicin | 2013 | Germany  | 39.7
Enterococci | Gentamicin | 2013 | Slovenia  | 32.2
Enterococci | Gentamicin | 2013 | Portugal  | 37.2
Enterococci | Gentamicin | 2013 | Austria  | 31.4
Enterococci | Gentamicin | 2013 | Croatia  | 34.7
Enterococci | Gentamicin | 2013 | Latvia  | 61.1
Enterococci | Gentamicin | 2013 | CzechRepublic  | 40.0
Enterococci | Gentamicin | 2013 | Spain  | 42.6
Enterococci | Gentamicin | 2013 | Bulgaria  | 47.1
Enterococci | Gentamicin | 2013 | Lithuania  | 54.5
Enterococci | Gentamicin | 2013 | Hungary  | 51.7
Enterococci | Gentamicin | 2013 | Poland  | 45.1
Enterococci | Gentamicin | 2013 | Italy  | 46.2
Enterococci | Gentamicin | 2013 | SlovakRepublic  | 57.4
Enterococci | Gentamicin | 2013 | Finland | 1
Enterococci | Gentamicin | 2013 | Romania  | 58.8
Enterococci | Gentamicin | 2013 | UnitedKingdom  | 30.9
Enterococci | Gentamicin | 2014 | Cyprus  | 17.5
Enterococci | Gentamicin | 2014 | Norway  | 20.7
Enterococci | Gentamicin | 2014 | France  | 13.7
Enterococci | Gentamicin | 2014 | Sweden  | 15.8
Enterococci | Gentamicin | 2014 | Belgium  | 22.9
Enterococci | Gentamicin | 2014 | Greece  | 20.1
Enterococci | Gentamicin | 2014 | Iceland  | 8.3
Enterococci | Gentamicin | 2014 | Luxembourg  | 30.8
Enterococci | Gentamicin | 2014 | Netherlands  | 28.8
Enterococci | Gentamicin | 2014 | Denmark  | 30.0
Enterococci | Gentamicin | 2014 | Estonia  | 36.8
Enterococci | Gentamicin | 2014 | Malta  | 25.0
Enterococci | Gentamicin | 2014 | Ireland  | 31.4
Enterococci | Gentamicin | 2014 | Germany  | 33.6
Enterococci | Gentamicin | 2014 | Slovenia  | 36.1
Enterococci | Gentamicin | 2014 | Portugal  | 32.6
Enterococci | Gentamicin | 2014 | Austria  | 37.1
Enterococci | Gentamicin | 2014 | Croatia  | 32.9
Enterococci | Gentamicin | 2014 | Latvia  | 46.2
Enterococci | Gentamicin | 2014 | CzechRepublic  | 38.7
Enterococci | Gentamicin | 2014 | Spain  | 38.9
Enterococci | Gentamicin | 2014 | Bulgaria  | 40.0
Enterococci | Gentamicin | 2014 | Lithuania  | 29.2
Enterococci | Gentamicin | 2014 | Hungary  | 49.8
Enterococci | Gentamicin | 2014 | Poland  | 43.9
Enterococci | Gentamicin | 2014 | Italy  | 55.2
Enterococci | Gentamicin | 2014 | SlovakRepublic  | 41.0
Enterococci | Gentamicin | 2014 | Finland | 1
Enterococci | Gentamicin | 2014 | Romania  | 76.5
Enterococci | Gentamicin | 2014 | UnitedKingdom | 1
Enterococci | Gentamicin | 2015 | Cyprus  | 8.6
Enterococci | Gentamicin | 2015 | Norway  | 9.8
Enterococci | Gentamicin | 2015 | France  | 12.2
Enterococci | Gentamicin | 2015 | Sweden  | 12.6
Enterococci | Gentamicin | 2015 | Belgium  | 13.3
